Image Name,PDQ,Variance
Contrast_Severity_1
000000000885.jpg,85.18899906938154,0.13190362257485536
000000001000.jpg,86.51195313333308,0.10215807030260443
000000002153.jpg,86.07676476547442,0.09661612952174443
000000005037.jpg,83.03465692730012,0.13092716137009758
000000004765.jpg,88.43410799703813,0.09397268331021595
000000002261.jpg,86.69836108529873,0.12752853955412644
000000002685.jpg,85.23001817182379,0.1487958191632161
000000004395.jpg,85.6889517216074,0.1269104553502714
000000005001.jpg,84.1519862511549,0.11567220025010996
000000001993.jpg,82.77703366774183,0.13097929778425985
000000001675.jpg,83.64296718094266,0.11987717810720964
000000003501.jpg,86.85795463544753,0.12511901203667475
000000000139.jpg,80.91033366077062,0.14886989320431016
000000002157.jpg,81.7237668757879,0.1155481629457651
000000004795.jpg,81.1632068879066,0.1500534385071535
000000001818.jpg,81.12101617028434,0.14670304319508248
000000004495.jpg,87.63887042382063,0.10412947276507643
000000001761.jpg,86.42444862677276,0.09654368273022858
000000001425.jpg,84.58857638443118,0.09842868476036425
000000002431.jpg,81.57785903694058,0.09347531421681163
000000000872.jpg,84.72811275266723,0.09804858232307435
000000000724.jpg,84.5829599179771,0.13336241108270006
000000002473.jpg,82.1808007110127,0.09665332358533239
000000000285.jpg,84.26599894563635,0.11152054249534432
000000002923.jpg,83.98322362691157,0.1430745233358859
000000002299.jpg,85.72198653615031,0.0937783208218682
000000002006.jpg,85.87593495867372,0.14125011363305479
000000001490.jpg,81.15761782990893,0.10929329116412265
000000001353.jpg,83.79208666874435,0.09947189433501802
000000003845.jpg,85.80206507744647,0.1341862345995677
000000002592.jpg,84.82027582037328,0.1301185754845117
000000003553.jpg,87.64710448123915,0.14503032548934183

Contrast_Severity_2
000000003661.jpg,81.41484111469089,0.16754605827874308
000000001532.jpg,82.09893998050052,0.16967328469905418
000000004134.jpg,76.8844764023651,0.19030451934148152
000000002473.jpg,75.83852611444925,0.19509588374312
000000000872.jpg,81.57027819306062,0.19744815460041013
000000003501.jpg,82.13247806932466,0.19733050054453244
000000003255.jpg,83.96918209665876,0.15542577815978065
000000002157.jpg,78.1903074457663,0.1796186302590141
000000000776.jpg,77.78431153457986,0.15340693757785787
000000002431.jpg,81.828260284072,0.18292514491628334
000000002006.jpg,77.4721660791822,0.17644524205926182
000000001993.jpg,83.37170393268768,0.2032156629423572
000000001000.jpg,82.64825819508215,0.17100831272998393
000000001675.jpg,78.3540709504022,0.15697743296251557
000000005060.jpg,81.572841354567,0.15853291290002935
000000001503.jpg,81.60955941749886,0.19564404987990755
000000000632.jpg,75.09536936501135,0.18704649577583488
000000002587.jpg,83.0896597434477,0.15602077254422664
000000000785.jpg,79.1166544011306,0.15499982034375906
000000000802.jpg,82.32870533772945,0.1920115598644064
000000003156.jpg,77.26462668695814,0.15431919235871083
000000002299.jpg,83.01936296161404,0.19926501553428058
000000001761.jpg,77.95614746399366,0.192327945606249
000000004395.jpg,74.17250719145501,0.1548343388153732
000000005001.jpg,83.11795044084467,0.15504367482197073
000000002592.jpg,74.97699744451336,0.20915178668692974
000000001296.jpg,77.25726705255617,0.17240965972222644
000000002153.jpg,83.56475034716007,0.17219194080087266
000000001268.jpg,83.57020214602758,0.19872138601230938
000000000285.jpg,79.79850955788488,0.20678832661989072
000000002149.jpg,80.38250279835002,0.20911347580623146
000000004765.jpg,78.54858589643523,0.1951561030923957

Contrast_Severity_3
000000003661.jpg,73.85127638580727,0.25272820609607877
000000001532.jpg,70.9236876974848,0.25670920914704004
000000004134.jpg,77.86014968977248,0.2422367516940294
000000002473.jpg,75.67272302785616,0.2526177726130068
000000000872.jpg,74.33090062296787,0.250023146523349
000000003501.jpg,79.15222438144546,0.2690337684374223
000000003255.jpg,71.20065535355963,0.21769107062845044
000000002157.jpg,75.0149315734067,0.23182207918349682
000000000776.jpg,70.2022169781723,0.2719889768525565
000000002431.jpg,74.77528695043937,0.268380114841418
000000002006.jpg,70.65171328731648,0.24230369297510576
000000001993.jpg,71.27685969317884,0.2521722436760552
000000001000.jpg,71.26394299826916,0.23160715878683094
000000001675.jpg,76.58078355165874,0.22625155739138866
000000005060.jpg,77.54912932315234,0.24278619210436192
000000001503.jpg,75.92236818146971,0.23616542148952616
000000000632.jpg,79.71040601524352,0.24998365451901533
000000002587.jpg,73.83738632573515,0.21962836602586208
000000000785.jpg,72.94580139331671,0.27342797626793297
000000000802.jpg,78.77467181239271,0.2741369324767392
000000003156.jpg,72.32463891569263,0.2568539906491477
000000002299.jpg,79.72090592490422,0.24713006978861018
000000001761.jpg,70.21022527739628,0.23353594478514264
000000004395.jpg,79.7874687975745,0.2637919889903799
000000005001.jpg,70.52027965000387,0.25604815816119575
000000002592.jpg,79.00011166747882,0.22472130416865646
000000001296.jpg,75.36569162136111,0.26961991887759357
000000002153.jpg,80.01832849169111,0.2643165223833531
000000001268.jpg,70.8266461778521,0.27195228260547843
000000000285.jpg,75.62722337451132,0.2585074583112646
000000002149.jpg,79.7817058866891,0.25176919956411037
000000004765.jpg,75.3196589721996,0.24005886998540013

Contrast_Severity_4
000000000885.jpg,71.34163924531518,0.3240046626266361
000000001000.jpg,71.07498086990077,0.31360604172963386
000000002153.jpg,67.79159999232388,0.30382183669630536
000000005037.jpg,67.71619320988813,0.32614246083203224
000000004765.jpg,69.11657877941133,0.32009184104447197
000000002261.jpg,70.85293863502646,0.3301722686777458
000000002685.jpg,71.55982982915891,0.32008607305279996
000000004395.jpg,68.21239287631325,0.33336679302106187
000000005001.jpg,69.98724817330768,0.3213558065592997
000000001993.jpg,69.13428873842322,0.3217170518697357
000000001675.jpg,71.49038290315754,0.33434567711465407
000000003501.jpg,70.97920100444196,0.3154188476568161
000000000139.jpg,70.96404013074368,0.3046401421463458
000000002157.jpg,69.48549795107901,0.3004308400608538
000000004795.jpg,69.27000332124979,0.329485023235265
000000001818.jpg,68.70435359962195,0.3240919150624588
000000004495.jpg,67.83622729850283,0.32744272373228916
000000001761.jpg,71.06961481691934,0.30779809946867664
000000001425.jpg,70.86232934841944,0.30473439203179103
000000002431.jpg,71.60959600504366,0.2998613196350355
000000000872.jpg,71.59727266019475,0.3133030353605841
000000000724.jpg,69.83245213430965,0.32287624048250557
000000002473.jpg,70.68667497262118,0.3149692948123095
000000000285.jpg,71.38978823142884,0.3167785298892694
000000002923.jpg,71.00931487460878,0.3354458807880702
000000002299.jpg,68.60011771887193,0.31320975168925225
000000002006.jpg,69.4129018531395,0.31983911257471265
000000001490.jpg,68.12736297250511,0.33062565351796597
000000001353.jpg,71.42692942093402,0.315141244301171
000000003845.jpg,70.03542384970265,0.32416300101743517
000000002592.jpg,68.52529653391298,0.33377408135819003
000000001296.jpg,70.29752804952255,0.33726035795462594

Contrast_Severity_5
000000003661.jpg,66.50738473312566,0.4541143264635222
000000001532.jpg,70.40495545428794,0.472812082240973
000000004134.jpg,68.23259879387817,0.4077038133621464
000000002473.jpg,67.06323926997527,0.48371363926894073
000000000872.jpg,68.06769610967179,0.46656263832712724
000000003501.jpg,70.67218020490786,0.4119485025729237
000000003255.jpg,68.23510779844482,0.4911304617887142
000000002157.jpg,67.41577537991802,0.4958598394312178
000000000776.jpg,68.93902160006411,0.4098803953635229
000000002431.jpg,66.97274542237143,0.43146036419275685
000000002006.jpg,66.1513339690238,0.4843927273573426
000000001993.jpg,66.41641593803372,0.4785985684164023
000000001000.jpg,66.41224652326933,0.42222470131367423
000000001675.jpg,66.53153079604195,0.42470753171170755
000000005060.jpg,66.46615319172753,0.4408198096571747
000000001503.jpg,68.97639105249655,0.4522248978971386
000000000632.jpg,66.6814177504762,0.46559807653106605
000000002587.jpg,67.50035374509979,0.44066396333501373
000000000785.jpg,70.25595937801053,0.4500260709913513
000000000802.jpg,68.14182552979483,0.47851969319141213
000000003156.jpg,69.1098060210856,0.4074409196670963
000000002299.jpg,66.63361668448863,0.42901629381243855
