Image Name,PDQ,Variance
Contrast_Severity_1
000000000885.jpg,80.42784855654057,0.18528864749966195
000000001000.jpg,81.63588042776239,0.20305975325600645
000000002153.jpg,81.19335579341585,0.19849517075278272
000000005037.jpg,81.65755317414133,0.2213744423495405
000000004765.jpg,80.82661229270667,0.18656085375991835
000000002261.jpg,83.90967288838925,0.19799352163502593
000000002685.jpg,82.72193357964586,0.22085811500421101
000000004395.jpg,83.06397304200763,0.21669958270895545
000000005001.jpg,83.50424871985902,0.21476218051116747
000000001993.jpg,82.3413325611459,0.19239541075499383
000000001675.jpg,80.69524491777936,0.18891480116879888
000000003501.jpg,82.49598993270386,0.20882502647017348
000000000139.jpg,82.69492823751318,0.21925433723829968
000000002157.jpg,83.32932166216699,0.20434981339375344
000000004795.jpg,82.07420195034838,0.20494380525199224
000000001818.jpg,80.85788497661193,0.1932784614196076
000000004495.jpg,81.48266738862456,0.21285901500087373
000000001761.jpg,81.7998929510242,0.1895610476154972
000000001425.jpg,82.93123273075608,0.195026467129366
000000002431.jpg,82.63067698410532,0.19909675521785292
000000000872.jpg,81.77195066902105,0.20238371282057446
000000000724.jpg,84.29362476060159,0.19177568696979946
000000002473.jpg,82.77066304285722,0.1866727706627644
000000000285.jpg,81.29647093237365,0.20650409937086156
000000002923.jpg,80.75469365591128,0.19362451980280648
000000002299.jpg,80.959000322167,0.20532882653010076
000000002006.jpg,81.3313946789677,0.18825380628416435
000000001490.jpg,80.9902892584679,0.20132490174738896
000000001353.jpg,81.0938318616349,0.2033828749752597
000000003845.jpg,81.48794444020506,0.18415223914609333
000000002592.jpg,81.04105814660869,0.19554346880095308
000000003553.jpg,83.93462546393538,0.18745588475075523

Contrast_Severity_2
000000003661.jpg,75.12953448445761,0.27430205888319514
000000001532.jpg,80.68904605596067,0.2912682321651528
000000004134.jpg,76.68340773146934,0.27616965092909845
000000002473.jpg,79.60853133674881,0.27368203176328604
000000000872.jpg,76.27712859020359,0.27711144601307397
000000003501.jpg,78.83830099496458,0.2706593695528554
